,"页面URL","访客数(UV)","IP数","贡献浏览量","跳出率","平均访问时长",
595,"https://jupyter.cn/categories/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1","1","1","1","100%"," 00:02:00",
596,"https://jupyter.cn/2019/10/20/questionaire-47379468","1","1","1","100%"," 00:02:00",
597,"https://jupyter.cn/2019/07/29/questionaire-43241838","1","1","1","100%"," 00:02:00",
598,"https://jupyter.cn/2019/08/20/questionaire-44298948","1","1","1","100%"," 00:02:00",
599,"https://jupyter.cn/2018/10/31/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E5%AD%A3%E8%8A%82%E5%9B%9E%E5%BD%92%E6%A8%A1%E5%9E%8B","1","1","1","100%"," 00:00:15",
600,"https://jupyter.cn/2019/08/26/questionaire-44291916","1","1","1","100%"," 00:00:25",
601,"https://jupyter.cn/2019/10/08/questionaire-46589240","1","1","1","100%"," 00:02:00",
602,"https://jupyter.cn/2019/10/19/questionaire-47809442","1","1","1","100%"," 00:00:31",
603,"https://jupyter.cn/2019/08/27/questionaire-44525960","1","1","1","100%"," 00:00:03",
604,"https://jupyter.cn/2019/08/19/questionaire-43969875","1","1","1","100%"," 00:02:00",
605,"https://jupyter.cn/2018/11/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-R-%E5%9B%9E%E5%BD%92%E5%B9%B3%E9%9D%A2","1","1","1","100%"," 00:00:11",
606,"https://jupyter.cn/2019/10/13/questionaire-46795732","1","1","1","100%"," 00:00:14",
607,"https://jupyter.cn/2019/10/07/questionaire-46789669","1","1","1","100%"," 00:00:44",
608,"https://jupyter.cn/2019/10/07/questionaire-46854789","1","1","1","100%"," 00:02:00",
609,"https://jupyter.cn/2019/06/27/questionaire-41806263","1","1","1","100%"," 00:00:31",
610,"https://jupyter.cn/2019/08/22/questionaire-42916680","1","1","1","100%"," 00:02:00",
611,"https://jupyter.cn/2018/10/29/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E4%B8%80%E5%85%83%E9%9D%9E%E7%BA%BF%E6%80%A7%E5%9B%9E%E5%BD%92","1","1","1","100%"," 00:02:00",
612,"https://jupyter.cn/2019/10/06/questionaire-46792153","1","1","1","100%"," 00:02:00",
613,"https://jupyter.cn/2019/10/13/questionaire-35482593","1","1","1","100%"," 00:00:31",
614,"https://39.98.50.19/2019/07/19/questionaire-41995120","1","1","1","100%"," 00:00:11",
615,"https://jupyter.cn/2019/08/20/questionaire-43382989","1","1","1","100%"," 00:01:50",
616,"https://jupyter.cn/2019/06/27/questionaire-41383584","1","1","1","100%"," 00:00:10",
617,"https://jupyter.cn/2019/10/28/questionaire-48225698","1","1","1","100%"," 00:00:11",
618,"https://jupyter.cn/2019/10/17/questionaire-47550077","1","1","1","100%"," 00:00:20",
619,"http://www.mlln.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E6%9E%97%E5%BE%B7%E4%BC%AF%E6%A0%BC-%E8%8E%B1%E7%BB%B4%E4%B8%AD%E5%BF%83%E6%9E%81%E9%99%90%E5%AE%9A%E7%90%86","1","1","1","100%"," 00:08:49",
620,"https://jupyter.cn/2019/07/03/questionaire-42122670","1","1","1","100%"," 00:00:05",
621,"https://jupyter.cn/2019/10/23/%E6%8B%9B%E8%81%98%E9%97%AE%E5%8D%B7%E8%AE%BE%E8%AE%A1%E9%97%AE%E5%8D%B7%E6%94%B6%E9%9B%86%E9%97%AE%E5%8D%B7%E5%88%86%E6%9E%90%E4%BA%BA%E5%91%98","1","1","1","100%"," 00:00:13",
622,"https://jupyter.cn/2019/06/27/questionaire-41423969","1","1","1","100%"," 00:02:00",
623,"http://www.mlln.cn/2018/11/28/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-R-%E4%B8%80%E4%B8%AA%E6%AD%A3%E6%80%81%E6%80%BB%E4%BD%93%E7%9A%84%E5%8D%8F%E5%B7%AE%E9%98%B5%E6%A3%80%E9%AA%8C","1","1","1","100%"," 00:19:24",
624,"https://jupyter.cn/2019/09/13/questionaire-45632784","1","1","1","100%"," 00:00:10",
625,"https://jupyter.cn/2019/08/12/questionaire-43392737","1","1","1","100%"," 00:00:30",
626,"https://jupyter.cn/tags/%E6%96%B9%E5%B7%AE%E5%88%86%E6%9E%90%C2%B7%E5%A4%9A%E9%87%8D%E6%AF%94%E8%BE%83%C2%B7%E8%AF%95%E9%AA%8C%E8%AE%BE%E8%AE%A1","1","1","1","100%"," 00:00:06",
627,"https://jupyter.cn/2019/09/04/questionaire-45042869","1","1","1","100%"," 00:02:00",
628,"https://jupyter.cn/2019/09/17/questionaire-45398651","1","1","1","100%"," 00:01:19",
629,"https://jupyter.cn/2019/07/08/questionaire-42444423","1","1","1","100%"," 00:19:37",
630,"https://jupyter.cn/2019/08/05/questionaire-43271856","1","1","1","100%"," 00:02:00",
631,"https://jupyter.cn/2019/08/20/questionaire-VraeMn","1","1","1","100%"," 00:00:03",
632,"https://jupyter.cn/2019/09/16/questionaire-eUveem4","1","1","1","100%"," 00:02:00",
633,"https://jupyter.cn/2018/09/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Eviews-%E5%8D%8A%E6%95%B0%E6%95%88%E9%87%8F","1","1","1","100%"," 00:02:00",
634,"https://jupyter.cn/2019/08/01/questionaire-42945378","1","1","1","100%"," 00:02:00",
635,"https://jupyter.cn/2019/06/27/questionaire-41919015","1","1","1","100%"," 00:13:54",
636,"https://jupyter.cn/2019/09/29/questionaire-46600272","1","1","1","100%"," 00:02:00",
637,"https://jupyter.cn/2019/08/21/questionaire-44071365","1","1","1","100%"," 00:01:50",
638,"https://jupyter.cn/2019/08/04/questionaire-43662812","1","1","1","100%"," 00:00:23",
639,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-R-%E7%BA%BF%E6%80%A7%E8%A7%84%E5%88%92%E6%95%B0%E5%AD%A6%E6%A8%A1%E5%9E%8B","1","1","1","100%"," 00:00:07",
640,"https://jupyter.cn/2019/10/17/questionaire-47584765","1","1","1","100%"," 00:02:00",
641,"https://jupyter.cn/2019/06/25/questionaire-40736968","1","1","1","100%"," 00:00:18",
642,"https://jupyter.cn/2019/09/17/questionaire-45681242","1","1","1","100%"," 00:02:00",
643,"https://jupyter.cn/tags/M-plus","1","1","1","100%"," 00:02:00",
644,"https://jupyter.cn/2019/09/10/questionaire-45447825","1","1","1","100%"," 00:00:19",
645,"https://jupyter.cn/2018/11/29/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E5%A4%9A%E4%B8%AA%E6%AD%A3%E6%80%81%E6%80%BB%E4%BD%93%E7%9A%84%E5%8D%8F%E5%B7%AE%E9%98%B5%E6%A3%80%E9%AA%8C","1","1","1","100%"," 00:00:08",
646,"https://jupyter.cn/2018/09/02/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E5%8D%8A%E6%95%B0%E6%95%88%E9%87%8F%E6%A6%82%E7%8E%87%E5%8D%95%E4%BD%8D%E6%B3%95","1","1","1","100%"," 00:00:07",
647,"https://jupyter.cn/2019/08/04/questionaire-43631418","1","1","1","100%"," 00:00:14",
648,"http://jupyter.cn/2018/11/16/AmosMplusHLM%E7%BB%93%E6%9E%84%E6%96%B9%E7%A8%8B%E6%A8%A1%E5%9E%8B%E5%A4%9A%E5%B1%82%E7%BA%BF%E6%80%A7%E6%A8%A1%E5%9E%8B%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1%E5%92%A8%E8%AF%A2","1","1","1","100%"," 00:02:13",
649,"http://www.jupyter.cn/tags/amos","1","1","1","100%"," 00:02:00",
650,"https://jupyter.cn/2019/08/26/questionaire-43929411","1","1","1","100%"," 00:00:16",
651,"https://jupyter.cn/2018/11/29/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Eviews-%E9%9D%9E%E7%BA%BF%E6%80%A7%E5%9B%9E%E5%BD%92.1","1","1","1","100%"," 00:00:07",
652,"https://jupyter.cn/tags/%E7%90%83%E9%9D%A2%E5%9B%BE%E5%BD%A2","1","1","1","100%"," 00:10:25",
653,"https://jupyter.cn/2019/10/31/questionaire-48709443","1","1","1","100%"," 00:02:00",
654,"https://jupyter.cn/2019/08/20/questionaire-43722953","1","1","1","100%"," 00:02:00",
655,"https://jupyter.cn/2019/09/12/questionaire-45322223","1","1","1","100%"," 00:09:41",
656,"https://jupyter.cn/2019/05/24/questionaire-39733499","1","1","1","100%"," 00:00:07",
657,"https://jupyter.cn/2019/07/19/questionaire-42921565","1","1","1","100%"," 00:00:11",
658,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E5%AD%A3%E8%8A%82%E5%9B%9E%E5%BD%92%E6%A8%A1%E5%9E%8B.1","1","1","1","100%"," 00:01:20",
659,"https://jupyter.cn/2019/08/08/questionaire-43666225","1","1","1","100%"," 00:00:29",
660,"https://jupyter.cn/2019/07/23/questionaire-43074094","1","1","1","100%"," 00:02:04",
661,"https://jupyter.cn/2019/09/10/questionaire-45351235","1","1","1","100%"," 00:02:00",
662,"https://jupyter.cn/2019/08/21/questionaire-43983291","1","1","1","100%"," 00:00:13",
663,"https://jupyter.cn/2019/08/19/questionaire-44284028","1","1","1","100%"," 00:00:10",
664,"https://jupyter.cn/2018/09/02/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SAS-%E9%97%A8%E9%99%90%E6%B7%B7%E5%90%88%E5%9B%9E%E5%BD%92%E6%A8%A1%E5%9E%8B","1","1","1","100%"," 00:02:00",
665,"https://jupyter.cn/2019/08/06/questionaire-43680439","1","1","1","100%"," 00:02:00",
666,"https://jupyter.cn/2019/08/19/questionaire-44289164","1","1","1","100%"," 00:02:43",
667,"https://jupyter.cn/2018/09/28/EPRIME%E5%B7%A5%E4%BD%9C%E5%AE%A4spss%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1stata%E6%95%B0%E6%8D%AE%E6%9F%A5%E6%89%BEEviewssasmatlabNvivo%E4%BB%A3%E5%81%9A","1","1","1","100%"," 00:00:08",
668,"https://jupyter.cn/2018/11/28/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E7%AE%80%E5%8D%95%E7%BA%BF%E6%80%A7%E5%9B%9E%E5%BD%92%E6%A8%A1%E5%9E%8B.1","1","1","1","100%"," 00:00:31",
669,"https://jupyter.cn/2019/09/10/questionaire-45411221","1","1","1","100%"," 00:01:37",
670,"https://jupyter.cn/2019/08/20/questionaire-43407139","1","1","1","100%"," 00:02:00",
671,"https://jupyter.cn/2019/10/06/questionaire-46881966","1","1","1","100%"," 00:02:00",
672,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E5%8E%9F%E5%A7%8B%E5%AF%B9%E5%81%B6%E5%8D%95%E7%BA%AF%E5%BD%A2%E6%B3%95","1","1","1","100%"," 00:00:21",
673,"https://jupyter.cn/2019/06/30/questionaire-42111929","1","1","1","100%"," 00:00:16",
674,"https://jupyter.cn/2019/08/19/questionaire-44265191","1","1","1","100%"," 00:02:00",
675,"https://jupyter.cn/tags/%E6%A0%B7%E6%9C%AC%E6%94%B6%E9%9B%86","1","1","1","100%"," 00:01:12",
676,"https://jupyter.cn/2019/08/14/questionaire-43405033","1","1","1","100%"," 00:02:00",
677,"http://www.mlln.cn/2018/08/31/%E7%A8%8B%E5%BA%8F%E5%BC%80%E5%8F%91-Eprime-%E5%81%A5%E5%BA%B7%E5%BF%83%E7%90%86%E5%AD%A6","1","1","1","100%"," 00:19:09",
678,"https://jupyter.cn/2019/08/15/questionaire-44126781","1","1","1","100%"," 00:08:46",
679,"https://jupyter.cn/2019/08/27/questionaire-44665450","1","1","1","100%"," 00:02:00",
680,"https://jupyter.cn/2019/08/04/questionaire-43501584","1","1","1","100%"," 00:01:49",
681,"https://jupyter.cn/2019/10/06/questionaire-46856229","1","1","1","100%"," 00:00:10",
682,"https://jupyter.cn/2019/08/11/questionaire-43888303","1","1","1","100%"," 00:00:58",
683,"https://jupyter.cn/2019/09/29/questionaire-46099376","1","1","1","100%"," 00:00:09",
684,"https://jupyter.cn/2018/11/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SAS-%E5%9B%9E%E5%BD%92%E5%B9%B3%E9%9D%A2","1","1","1","100%"," 00:01:52",
685,"https://jupyter.cn/2019/10/19/questionaire-27968048","1","1","1","100%"," 00:18:06",
686,"https://jupyter.cn/2019/10/13/questionaire-47311607","1","1","1","100%"," 00:02:00",
687,"https://jupyter.cn/2019/09/04/questionaire-45073112","1","1","1","100%"," 00:01:24",
688,"https://jupyter.cn/2018/11/28/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SAS-%E5%87%A0%E4%BD%95%E6%BB%9E%E5%90%8E%E6%A8%A1%E5%9E%8B%E4%BC%B0%E8%AE%A1.1","1","1","1","100%"," 00:00:16",
689,"https://jupyter.cn/2019/09/04/questionaire-44743591","1","1","1","100%"," 00:02:00",
690,"https://jupyter.cn/2019/10/20/questionaire-47575616","1","1","1","100%"," 00:02:44",
691,"https://jupyter.cn/2019/05/24/questionaire-39743266","1","1","1","100%"," 00:12:47",
692,"https://jupyter.cn/tags/Eviews","1","1","1","100%"," 00:06:44",
693,"https://jupyter.cn/2019/09/04/questionaire-45118747","1","1","1","100%"," 00:02:00",
694,"https://jupyter.cn/2019/08/15/questionaire-44107086","1","1","1","100%"," 00:00:06",
695,"https://jupyter.cn/2019/08/19/questionaire-vmaeuy6/?tdsourcetag=s_pctim_aiomsg","1","1","1","100%"," 00:02:00",
696,"https://jupyter.cn/2019/10/22/questionaire-m6ZZVzs","1","1","1","100%"," 00:02:00",
697,"https://jupyter.cn/2019/09/04/questionaire-IvAZf2","1","1","1","100%"," 00:02:00",
698,"https://jupyter.cn/2019/08/16/questionaire-44116846","1","1","1","100%"," 00:00:37",
699,"https://jupyter.cn/2019/11/06/questionaire-49059114","1","1","1","100%"," 00:01:27",
700,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E6%80%BB%E4%BD%93%E5%9D%87%E6%95%B0%E4%BC%B0%E8%AE%A1.1","1","1","1","100%"," 00:02:00",
701,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E5%8E%9F%E5%A7%8B%E5%AF%B9%E5%81%B6%E5%8D%95%E7%BA%AF%E5%BD%A2%E6%B3%95","1","1","1","100%"," 00:00:42",
702,"https://jupyter.cn/2019/08/16/questionaire-44037842","1","1","1","100%"," 00:00:08",
703,"https://jupyter.cn/2019/06/25/questionaire-41825786","1","1","1","100%"," 00:00:26",
704,"https://jupyter.cn/2018/10/30/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SAS-%E5%87%A0%E4%BD%95%E6%BB%9E%E5%90%8E%E6%A8%A1%E5%9E%8B%E4%BC%B0%E8%AE%A1","1","1","1","100%"," 00:00:08",
705,"https://jupyter.cn/2019/08/08/questionaire-43688979","1","1","1","100%"," 00:02:00",
706,"https://jupyter.cn/2019/08/26/questionaire-44587826","1","1","1","100%"," 00:02:00",
707,"https://jupyter.cn/2019/08/10/questionaire-40163953","1","1","1","100%"," 00:02:00",
708,"https://jupyter.cn/tags/%E9%97%AE%E5%8D%B7%E8%B0%83%E6%9F%A5%E5%A1%AB%E5%86%99","1","1","1","100%"," 00:02:00",
709,"https://jupyter.cn/2019/08/27/questionaire-44670763","1","1","1","100%"," 00:00:20",
710,"https://jupyter.cn/tags/R","1","1","1","100%"," 00:00:21",
711,"https://jupyter.cn/2019/08/31/questionaire-44809301","1","1","1","100%"," 00:01:33",
712,"https://jupyter.cn/2019/07/01/questionaire-42071903","1","1","1","100%"," 00:02:00",
713,"https://jupyter.cn/2019/10/07/questionaire-46874650","1","1","1","100%"," 00:02:00",
714,"https://jupyter.cn/2019/07/29/questionaire-42365905","1","1","1","100%"," 00:00:06",
715,"https://jupyter.cn/2019/08/26/questionaire-44590888","1","1","1","100%"," 00:00:07",
716,"https://jupyter.cn/2019/10/28/questionaire-48434711","1","1","1","100%"," 00:00:08",
717,"https://jupyter.cn/2019/08/21/questionaire-44349463","1","1","1","100%"," 00:01:00",
718,"https://jupyter.cn/tags/%E9%97%AE%E5%8D%B7%E8%AE%BE%E8%AE%A1","1","1","1","100%"," 00:00:16",
719,"https://jupyter.cn/2019/10/07/questionaire-46825419","1","2","1","100%"," 00:00:42",
720,"http://www.mlln.cn/2019/05/24/questionaire-39602838","1","1","1","100%"," 00:00:07",
721,"https://jupyter.cn/2019/10/12/questionaire-46861146","1","1","1","100%"," 00:00:06",
722,"https://jupyter.cn/2019/09/12/questionaire-zaEvUv","1","1","1","100%"," 00:02:00",
723,"https://jupyter.cn/2019/07/02/questionaire-42141482","1","1","1","100%"," 00:02:00",
724,"https://jupyter.cn/2019/07/03/questionaire-42186006","1","1","1","100%"," 00:00:04",
725,"https://jupyter.cn/2019/08/26/questionaire-43928636","1","1","1","100%"," 00:00:17",
726,"https://jupyter.cn/2019/07/18/questionaire-42929386","1","1","1","100%"," 00:05:41",
727,"https://jupyter.cn/2019/10/06/questionaire-46848244","1","1","1","100%"," 00:02:00",
728,"https://jupyter.cn/2018/11/26/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E9%9D%9E%E7%BA%BF%E6%80%A7%E5%9B%9E%E5%BD%92.1","1","1","1","100%"," 00:02:00",
729,"https://jupyter.cn/2019/08/15/questionaire-44099029","1","1","1","100%"," 00:00:11",
730,"https://jupyter.cn/2019/08/25/questionaire-44575064","1","1","1","100%"," 00:00:19",
731,"https://jupyter.cn/2019/10/16/questionaire-47534357","1","1","1","100%"," 00:00:22",
732,"https://jupyter.cn/2019/09/09/questionaire-45410112","1","1","1","100%"," 00:00:23",
733,"https://jupyter.cn/2019/09/27/questionaire-45389697","1","1","1","100%"," 00:02:00",
734,"https://jupyter.cn/tags/psychopy","1","1","1","100%"," 00:02:00",
735,"https://jupyter.cn/2019/08/26/questionaire-39513001","1","1","1","100%"," 00:00:19",
736,"https://jupyter.cn/2019/08/18/questionaire-38774647","1","1","1","100%"," 00:02:00",
737,"https://jupyter.cn/2019/10/13/questionaire-6zMvqmT","1","1","1","100%"," 00:00:15",
738,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SAS-%E4%B8%AD%E5%BF%83%E6%9E%81%E9%99%90%E5%AE%9A%E7%90%86","1","1","1","100%"," 00:00:12",
739,"https://jupyter.cn/2019/08/22/questionaire-43753525","1","1","1","100%"," 00:12:42",
740,"https://jupyter.cn/2019/08/26/questionaire-44633749/?clicktime=1575084708&amp;enterid=1575084708","1","1","1","100%"," 00:00:18",
741,"https://jupyter.cn/2019/08/16/questionaire-44146105","1","1","1","100%"," 00:19:32",
742,"https://jupyter.cn/2019/09/10/questionaire-45306122","1","1","1","100%"," 00:02:00",
743,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SAS-%E6%80%BB%E4%BD%93%E5%9D%87%E6%95%B0%E4%BC%B0%E8%AE%A1.1","1","1","1","100%"," 00:02:00",
744,"https://jupyter.cn/2019/07/25/questionaire-43178865","1","1","1","100%"," 00:00:19",
745,"https://jupyter.cn/2019/06/27/questionaire-41662108","1","1","1","100%"," 00:02:00",
746,"https://jupyter.cn/2018/09/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E9%97%A8%E9%99%90%E6%B7%B7%E5%90%88%E5%9B%9E%E5%BD%92%E6%A8%A1%E5%9E%8B","1","1","1","100%"," 00:00:24",
747,"https://jupyter.cn/2019/10/17/questionaire-47583602","1","1","1","100%"," 00:23:20",
748,"https://eprime.cn/2019/07/19/questionaire-41995120","1","1","1","100%"," 00:00:10",
749,"https://jupyter.cn/2019/08/04/questionaire-42669648","1","1","1","100%"," 00:02:00",
750,"https://jupyter.cn/2019/10/08/questionaire-46751198","1","1","1","100%"," 00:12:55",
751,"https://jupyter.cn/2019/08/02/questionaire-42765845","1","1","1","100%"," 00:00:23",
752,"https://jupyter.cn/2019/08/27/questionaire-44387338","1","1","1","100%"," 00:02:00",
753,"https://jupyter.cn/2019/09/17/questionaire-34541473","1","1","1","100%"," 00:00:33",
754,"https://jupyter.cn/page/18","1","1","1","100%"," 00:00:09",
755,"https://jupyter.cn/2019/10/19/questionaire-42358666","1","1","1","100%"," 00:08:47",
756,"http://jupyter.cn/tags/%E7%BB%9F%E8%AE%A1%E7%9A%84%E4%B8%80%E8%88%AC%E7%90%86%E8%AE%BA%E5%92%8C%E6%96%B9%E6%B3%95","1","1","1","100%"," 00:00:27",
757,"https://jupyter.cn/2019/08/31/questionaire-44895671","1","1","1","100%"," 00:02:00",
758,"https://jupyter.cn/2019/07/09/questionaire-42448413","1","1","1","100%"," 00:00:06",
759,"https://jupyter.cn/2019/09/27/questionaire-46482223","1","1","1","100%"," 00:00:16",
760,"https://jupyter.cn/2019/08/14/questionaire-43977233","1","1","1","100%"," 00:10:30",
761,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E4%BA%8C%E9%98%B6%E6%B7%B7%E5%90%88%E4%B8%AD%E5%BF%83%E7%9F%A9","1","1","1","100%"," 00:00:15",
762,"https://jupyter.cn/2019/07/22/questionaire-42097675","1","1","1","100%"," 00:00:15",
763,"https://jupyter.cn/2019/08/06/questionaire-43408852","1","1","1","100%"," 00:02:00",
764,"https://jupyter.cn/2019/06/27/questionaire-41895481","1","1","1","100%"," 00:02:00",
765,"https://jupyter.cn/2019/10/08/questionaire-46910206","1","1","1","100%"," 00:00:18",
766,"https://jupyter.cn/2019/07/01/questionaire-41738333","1","1","1","100%"," 00:02:00",
767,"https://jupyter.cn/2019/05/24/questionaire-39755833","1","1","1","100%"," 00:02:00",
768,"http://www.jupyter.cn/2018/11/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Eviews-%E4%BA%A4%E4%BA%92%E6%95%88%E5%BA%94","1","1","1","100%"," 00:02:00",
769,"https://jupyter.cn/2019/09/12/questionaire-45626255","1","1","1","100%"," 00:00:10",
770,"https://jupyter.cn/2019/10/12/questionaire-47280096","1","1","1","100%"," 00:00:05",
771,"https://jupyter.cn/2019/08/16/questionaire-43598126","1","1","1","100%"," 00:00:07",
772,"http://www.jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Eviews-%E7%A6%BB%E6%95%A3%E5%9E%8B%E9%9A%8F%E6%9C%BA%E5%8F%98%E9%87%8F","1","1","1","100%"," 00:00:12",
773,"https://jupyter.cn/2019/10/19/questionaire-47765178","1","1","1","100%"," 00:00:06",
774,"https://jupyter.cn/2019/07/29/questionaire-43199748","1","1","1","100%"," 00:00:58",
775,"https://jupyter.cn/2019/08/26/questionaire-44581340","1","1","1","100%"," 00:05:16",
776,"https://jupyter.cn/2019/08/11/questionaire-43815699","1","1","1","100%"," 00:02:00",
777,"http://jupyter.cn/2018/11/29/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E7%BA%BF%E6%80%A7%E8%A7%84%E5%88%92%E5%85%B8%E8%8C%83%E5%9E%8B.1","1","1","1","100%"," 00:00:25",
778,"https://jupyter.cn/tags/%E6%80%BB%E4%BD%93%C2%B7%E6%A0%B7%E6%9C%AC%C2%B7%E7%BB%9F%E8%AE%A1%E9%87%8F","1","1","1","100%"," 00:00:20",
779,"https://jupyter.cn/2018/11/28/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E5%AD%A3%E8%8A%82%E5%9B%9E%E5%BD%92%E6%A8%A1%E5%9E%8B.1","1","1","1","100%"," 00:02:00",
780,"https://jupyter.cn/2018/09/02/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E5%8D%8A%E6%95%B0%E6%95%88%E9%87%8F%E7%B4%AF%E8%AE%A1%E6%B3%95","1","1","1","100%"," 00:00:08",
781,"https://jupyter.cn/2019/09/17/questionaire-45744982","1","1","1","100%"," 00:00:08",
782,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Eviews-%E4%B8%80%E5%85%83%E6%9B%B2%E7%BA%BF%E5%9B%9E%E5%BD%92","1","1","1","100%"," 00:00:13",
783,"https://jupyter.cn/2019/07/05/questionaire-42367663","1","1","1","100%"," 00:00:12",
784,"http://www.jupyter.cn/2018/08/23/%E7%A8%8B%E5%BA%8F%E5%BC%80%E5%8F%91-psychopy-%E9%80%92%E5%A2%9E%E7%B3%BB%E5%88%97","1","1","1","100%"," 00:00:19",
785,"https://jupyter.cn/2019/11/13/questionaire-49622465","1","1","1","100%"," 00:02:00",
786,"https://jupyter.cn/2019/08/21/questionaire-44097745","1","1","1","100%"," 00:02:00",
787,"https://jupyter.cn/2018/11/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E6%9C%89%E7%95%8C%E5%8F%98%E9%87%8F","1","1","1","100%"," 00:00:20",
788,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E8%83%8C%E5%8C%85%E9%97%AE%E9%A2%98","1","1","1","100%"," 00:00:12",
789,"https://jupyter.cn/2019/11/06/questionaire-48921157","1","1","1","100%"," 00:12:49",
790,"https://jupyter.cn/2019/08/26/questionaire-URFJB3","1","1","1","100%"," 00:00:29",
791,"https://jupyter.cn/2019/07/15/questionaire-42785838","1","1","1","100%"," 00:00:37",
792,"https://jupyter.cn/2019/07/31/questionaire-43456259","1","1","1","100%"," 00:02:00",
793,"https://jupyter.cn/tags/%E6%A6%82%E5%BF%B5","1","1","1","100%"," 00:02:00",
794,"https://jupyter.cn/2019/09/17/questionaire-45774388","1","1","1","100%"," 00:00:07",
795,"https://jupyter.cn/2019/08/26/questionaire-reaYFfm","1","1","1","100%"," 00:00:17",
796,"未知","0","1","0","--","--",
797,"其他","6","1","6","100%"," 00:04:23",

